"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"14976","Tamil Nadu","Street lights","WS/MP165/2024-2025/96082","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","19-Sep-2024","GA INDUSTRIES","Payment Success","482227"
"14977","Tamil Nadu","Street lights","WS/MP165/2024-2025/96081","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","26-Jun-2024","GA INDUSTRIES","Payment Success","486491"
"14978","Rajasthan","Construction of toilet blocks","WS/MP145/2024-2025/84526","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","04-Mar-2026","Bhartiya Siksha parsar samiti sikar","Payment Success","373732"
"14979","Rajasthan","Construction of toilet blocks","WS/MP145/2024-2025/84526","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","02-Aug-2024","Bhartiya Siksha parsar samiti sikar","Payment Success","1125000"
"14980","Jharkhand","Construction of rooms and halls in school and colleges","WS/MP007/2024-2025/133241","JAMTARA(Deputy Commissioner Jamtara_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","19-Mar-2025","SANTOSH KUMAR MONDAL","Payment Success","444648"
"14981","Jharkhand","Construction of rooms and halls in school and colleges","WS/MP007/2024-2025/133241","JAMTARA(Deputy Commissioner Jamtara_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","25-Jul-2025","SANTOSH KUMAR MONDAL","Payment Success","356488"
"14982","Jharkhand","Construction of rooms and halls in school and colleges","WS/MP007/2024-2025/133241","JAMTARA(Deputy Commissioner Jamtara_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","27-Dec-2025","SANTOSH KUMAR MONDAL","Payment Success","198864"
"14983","Tamil Nadu","Providing drains and gutters for public drainage","WS/MP165/2024-2025/96071","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","14-Feb-2025","ARUMUGAM K","Payment Success","1000000"
"14984","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP18373/2025-2026/274082","NTR(DISTRICT COLLECTOR NTR_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","31-Jul-2026","Guttikonda Seshu Kumar","Payment Success","494242"
"14985","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP18373/2025-2026/274081","NTR(DISTRICT COLLECTOR NTR_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","31-Jul-2026","Guttikonda Seshu Kumar","Payment Success","481431"
"14986","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2024-2025/1625","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","02-Jul-2024","GRAM PANCHYAT SALIWADA","Payment Success","350000"
"14987","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","26-Nov-2024","Baljeet Singh","Payment Success","9240"
"14988","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","11-Dec-2024","Baljeet Singh","Payment Success","8250"
"14989","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","11-Dec-2024","Baljeet Singh","Payment Success","8580"
"14990","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","11-Dec-2024","Nitin Mahira","Payment Success","8580"
"14991","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","11-Dec-2024","Nitin Mahira","Payment Success","8250"
"14992","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP844/2023-2024/74812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","26-Nov-2024","Nitin Mahira","Payment Success","9240"
"14993","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2024-2025/145602","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","29-Apr-2025","BABU M JOSEPH","Payment Success","574993"
"14994","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2026-2027/237895","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","13-Jun-2026","M SENTHILKUMAR","Payment Success","444369"
"14995","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/132403","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","13-Jun-2024","M SENTHILKUMAR","Payment Success","1361805"
"14996","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/132404","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","14-Jun-2024","MAHA CONSTRUCTION","Payment Success","2944058"
"14997","Rajasthan","Construction of public libraries and reading rooms","WS/MP145/2025-2026/194909","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","20-Jan-2026","RAGHAV CONSTRUCTION COMPANY","Payment Success","804548"
"14998","Bihar","Installing hand pumps","WS/MP18300/2025-2026/216118","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","27-Jan-2026","ASSISTANT ENGINEER TEKARI","Payment Success","82130"
"14999","Bihar","Installing hand pumps","WS/MP18300/2025-2026/214377","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","27-Jan-2026","ASSISTANT ENGINEER TEKARI","Payment Success","82130"
"15000","Bihar","Installing hand pumps","WS/MP18300/2026-2027/279235","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","06-Jul-2026","ASSISTANT ENGINEER TEKARI","Payment Success","82030"
"15001","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/103179","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","09-Jul-2024","PALANIDOSS","Payment Success","3735665"
"15002","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/103176","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","14-Jun-2024","PALANIDOSS","Payment Success","1540526"
"15003","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18288/2024-2025/146647","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","16-Dec-2024","bhatvasna  gram panchayat","Payment Success","249559"
"15004","Tamil Nadu","Construction of community centers and community halls","WS/MP165/2025-2026/216820","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","27-Jan-2026","ARUMUGANATHAN M","Payment Success","1269514"
"15005","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/192726","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","19-Jun-2026","GANGADHARA NAIK","Payment Success","300000"
"15006","Punjab","Construction of community centers and community halls","WS/MP141/2023-2024/77729","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","29-Oct-2024","Mahesh Kumar","Payment Success","117090"
"15007","Punjab","Construction of community centers and community halls","WS/MP141/2023-2024/77729","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","29-Oct-2024","Mahesh Kumar","Payment Success","39030"
"15008","Punjab","Construction of stadiums","WS/MP141/2023-2024/77740","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","20-Mar-2025","Mahesh Kumar","Payment Success","48000"
"15009","Punjab","Construction of stadiums","WS/MP141/2023-2024/77740","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","20-Mar-2025","Mahesh Kumar","Payment Success","98876"
"15010","Punjab","Construction of community centers and community halls","WS/MP141/2023-2024/77739","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","22-Jan-2026","Mahesh Kumar","Payment Success","37098"
"15011","Punjab","Construction of stadiums","WS/MP141/2023-2024/77740","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Feb-2026","Mahesh Kumar","Payment Success","64098"
"15012","Punjab","Construction of stadiums","WS/MP141/2023-2024/77740","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Mahesh Kumar","Payment Success","19000"
"15013","Punjab","Construction of stadiums","WS/MP141/2023-2024/77740","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Mahesh Kumar","Payment Success","64766"
"15014","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2023-2024/15148","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","12-Nov-2025","Mahesh Kumar","Payment Success","52364"
"15015","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/132405","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","21-Mar-2025","NANDAGOPAN","Payment Success","352123"
"15016","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2024-2025/132405","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","28-Jun-2024","NANDAGOPAN","Payment Success","647877"
"15017","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2024-2025/132555","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","06-Jul-2024","MOHAMED SANOOJ T K","Payment Success","396289"
"15018","Tamil Nadu","Street lights","WS/MP165/2024-2025/96032","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","19-Jun-2024","DIVYA TRADERS","Payment Success","500000"
"15019","Tamil Nadu","Street lights","WS/MP165/2024-2025/96031","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","19-Jun-2024","DIVYA TRADERS","Payment Success","500000"
"15020","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18329/2025-2026/204772","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Haris Beeran (2024-30) (2024-2030)","Elected MP","02-Sep-2026","Babukkutty Joseph","Payment Success","429417"
"15021","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP100/2025-2026/202191","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","13-May-2026","Babukkutty Joseph","Payment Success","481887"
"15022","Kerala","Lighting of public spaces","WS/MP102/2024-2025/143511","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","10-Mar-2025","United Electrical Industries LTD","Payment Success","435267"
"15023","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149260","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15024","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149258","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15025","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149259","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15026","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149263","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15027","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149261","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15028","Kerala","Lighting of public spaces","WS/MP842/2025-2026/149262","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","19-Jun-2026","United Electrical Industries LTD","Payment Success","212187"
"15029","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP183/2023-2024/10275","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","25-Jul-2025","Pooja Construction","Payment Success","2112649"
"15030","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP183/2023-2024/10275","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","23-Dec-2024","Pooja Construction","Payment Success","249161"
"15031","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP183/2023-2024/10275","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","23-Dec-2024","Pooja Construction","Payment Success","1042453"
"15032","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP183/2023-2024/10275","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","18-Jun-2024","Pooja Construction","Payment Success","1555008"
"15033","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2024-2025/132535","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","19-Jun-2024","SHANAVAS EV","Payment Success","971608"
"15034","Kerala","Lighting of public spaces","WS/MP102/2025-2026/174969","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","10-Oct-2025","HASHID CK","Payment Success","366353"
"15035","Kerala","Lighting of public spaces","WS/MP102/2025-2026/174968","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","21-Oct-2025","HASHID CK","Payment Success","369854"
"15036","Odisha","Street lights","WS/MP138/2025-2026/214395","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","03-Dec-2025","MANAS RANJAN BARIK","Payment Success","1000000"
"15037","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/257489","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","18-Mar-2026","MANAS RANJAN BARIK","Payment Success","965957"
"15038","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/257487","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","18-Mar-2026","MANAS RANJAN BARIK","Payment Success","1000000"
"15039","Odisha","Construction of additional rooms and halls in the existing public and community building","WS/MP138/2024-2025/170344","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","13-Mar-2025","MANAS RANJAN BARIK","Payment Success","500000"
"15040","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/185251","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","25-Jun-2025","MANAS RANJAN BARIK","Payment Success","1000000"
"15041","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2024-2025/160611","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","22-Mar-2025","MANAS RANJAN BARIK","Payment Success","500000"
"15042","Odisha","Construction of community centers and community halls","WS/MP131/2023-2024/75802","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","07-Oct-2024","MAHARAGU PRADHAN","Payment Success","400000"
"15043","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP202/2023-2024/61323","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","31-Jul-2024","SHASHANK CONSTRUCTION COMPANY","Payment Success","96450"
"15044","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP202/2023-2024/61323","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","20-Jun-2024","SHASHANK CONSTRUCTION COMPANY","Payment Success","374863"
